,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
YBR224W,6.605130076,0.899995482,0.618242632,1.455731836,0.145466765,
YBR225W,418.2011843,0.274913995,0.137824436,1.994668016,0.0460791,0.169797524
YBR226C,0.589779776,-2.283390778,2.140327457,-1.066841791,0.286043284,
MCX1,711.2951743,0.335910738,0.150040846,2.238795284,0.025169239,0.128487413
SLX1,244.4397872,0.406349967,0.163687841,2.482468852,0.013047547,0.092224972
ROT2,851.2024524,0.39301953,0.144267774,2.724236467,0.006445034,0.065227803
OM14,337.0891665,0.187179482,0.157308791,1.189885707,0.234091317,0.350712897
COQ21,29.30281952,0.948286289,0.349932153,2.709914709,0.006730051,0.066359153
SWC5,366.5981904,0.434553786,0.173522608,2.504306441,0.012269172,0.08931527
YBR232C,1.507266886,0.627317317,1.540870618,0.407118748,0.683920774,
PBP2,472.7117554,0.321873757,0.145129036,2.217845338,0.02656538,0.132346801
DAD3,147.1156728,0.267444379,0.203967876,1.311208333,0.189787388,0.312391012
ARC40,1104.286888,0.231201195,0.143426832,1.611980077,0.106966275,0.239390401
VHC1,657.5487153,0.3767398,0.148331637,2.539847918,0.011090068,0.085486557
ABD1,868.0174308,0.133544262,0.138932623,0.961216011,0.336443568,0.438674669
PRP5,632.6585027,0.304569389,0.146668012,2.076590426,0.037839377,0.156938725
YBR238C,952.5318377,0.409358465,0.153137165,2.673149041,0.007514286,0.07027496
ERT1,374.6568467,0.276374257,0.151796255,1.820692196,0.068653659,0.197043397
THI2,92.45763941,0.565703957,0.188463415,3.001664582,0.002685078,0.037545699
YBR241C,171.3337407,0.609674931,0.157153121,3.879496175,0.000104673,0.003310659
YBR242W,705.385949,0.07626709,0.151660712,0.502879679,0.615048869,0.683138508
ALG7,540.6650653,-0.00226658,0.149036825,-0.015208188,0.98786609,0.992667383
GPX2,1369.724979,-1.015420346,0.153082243,-6.633168728,3.29e-11,3.73e-09
ISW1,1312.362351,0.276628865,0.14682445,1.884079012,0.059554289,0.186255958
RRT2,537.0926849,0.249135378,0.147223812,1.692222024,0.090603649,0.222380702
ENP1,859.2081558,0.230741401,0.149453199,1.543904058,0.122611577,0.254408035
HIS7,2201.086221,0.269910592,0.150358886,1.795109018,0.072636332,0.202851713
ARO4,2501.991959,0.194729529,0.16143225,1.206261626,0.227716629,0.345124227
SPO23,68.54020765,0.536524914,0.232020502,2.312403036,0.020755483,0.117870975
MRPS5,628.8279552,0.165605128,0.139129706,1.190293089,0.233931216,0.350712897
DUT1,417.1525151,0.213212799,0.177055764,1.204212695,0.22850738,0.34565697
SRB6,275.2654968,0.095796847,0.188001694,0.509553108,0.610364583,0.679238864
TRS20,279.1907492,0.116961892,0.151942653,0.769776559,0.441432447,0.531942638
MTC4,522.0580863,0.231221571,0.142371021,1.624077489,0.104359272,0.235875859
RCF3,239.7622738,0.397294911,0.175030082,2.269866449,0.023215687,0.124325267
RIB5,2742.748206,0.076553529,0.15067541,0.508069163,0.61140484,0.680135015
POP4,276.9956882,0.166689235,0.154027021,1.082207743,0.279160229,0.390418006
SHG1,184.2824348,0.184022878,0.184999237,0.994722364,0.319871314,0.42529514
YBR259W,372.3744239,0.120177177,0.150572702,0.798133892,0.424792795,0.517749378
RGD1,615.0809382,0.159929784,0.146952448,1.088309767,0.27645838,0.388639525
TAE1,373.8037127,0.234811614,0.160539182,1.462643637,0.143564916,0.273208327
MIC12,366.2135745,0.013103147,0.178144945,0.073553289,0.94136584,0.955393908
SHM1,1244.921081,0.232024576,0.142698066,1.625982622,0.103953352,0.235806156
YPT10,180.2665071,0.394605045,0.175368301,2.250150363,0.024439402,0.127229944
TSC10,690.2050444,0.15541957,0.153680768,1.011314376,0.311865988,0.418981713
REI1,1086.587569,0.241299568,0.156874967,1.538164905,0.124008299,0.255472828
SLM6,0.955047151,1.696429857,1.824291377,0.929911679,0.352416816,
MRPL37,271.425427,0.114778997,0.176983549,0.648529182,0.516642742,0.596617761
SDH8,266.8827813,0.335342812,0.165368786,2.027848299,0.042575733,0.164313946
BIT2,138.8119791,0.458943727,0.177795836,2.581296262,0.009843007,0.080998935
EFM2,360.5862464,0.247556553,0.149802181,1.652556398,0.098421178,0.231070918
HSM3,781.2865884,0.260265983,0.144506593,1.801066489,0.071692401,0.201567416
UBX7,725.1006992,0.220566405,0.165349951,1.333936927,0.182224528,0.30585613
CHK1,432.5151571,0.132613005,0.167255158,0.792878417,0.427848663,0.519980862
RIF1,768.3907016,0.305573192,0.149567205,2.043049424,0.041047546,0.162504055
PPS1,752.853147,0.174608984,0.144224111,1.210678175,0.22601877,0.34395969
YBR277C,5.101524802,-0.155192293,0.855314994,-0.181444607,0.856018609,
DPB3,152.3380567,0.324060439,0.209935117,1.543621874,0.122679963,0.254458726
PAF1,1164.89256,0.296867556,0.142231726,2.087210528,0.036869108,0.155338623
SAF1,373.7603089,0.458439031,0.130259504,3.519428649,0.000432477,0.010563761
DUG2,705.1131726,0.405738818,0.14652625,2.769052079,0.005621965,0.061639307
MRPL27,345.961545,0.182018161,0.161069087,1.130062661,0.258449822,0.372922736
SSH1,1867.020884,0.265494528,0.131683543,2.016155724,0.043783695,0.166124896
YBR284W,103.4122992,0.557878442,0.204179531,2.732293671,0.006289505,0.064482161
YBR285W,13.21948401,0.173509175,0.460344874,0.376911279,0.706239539,0.762054183
APE3,2609.721422,0.442211573,0.1453491,3.042410124,0.002346919,0.034311522
YBR287W,1780.807512,0.164966205,0.134027903,1.230834789,0.218384661,0.337154974
APM3,714.9579444,0.242211959,0.154496263,1.567752866,0.116938819,0.248569198
SNF5,444.7062522,0.137591076,0.174035601,0.790591551,0.429182379,0.520758078
BSD2,823.2538345,0.219862591,0.140905819,1.5603514,0.118676863,0.250371851
CTP1,307.9369623,-0.071058382,0.164675736,-0.431504867,0.666101315,0.726462041
YBR292C,15.88329674,0.218988863,0.401732556,0.54511107,0.585677129,0.658730309
VBA2,421.5398069,0.15362021,0.170606516,0.900435771,0.367888392,0.468587135
SUL1,13.05577111,0.23270497,0.563721098,0.412801598,0.679751981,0.738012794
PCA1,841.9294593,-0.108889411,0.122594513,-0.888207865,0.374428949,0.474927517
PHO89,39.43560243,0.55597846,0.267789415,2.076177879,0.037877502,0.156959815
TYC1,3.403715568,-1.363281943,0.993098451,-1.372756086,0.169828187,
MAL33,204.2461724,0.50253316,0.160184925,3.137206323,0.001705661,0.027971866
MAL31,174.0922288,0.409485926,0.178324357,2.296298345,0.021658829,0.119857319
YBR298C-A,0.225624974,1.177589177,3.585620675,0.328419898,0.7425942,
MAL32,19.19976577,0.385424677,0.384071244,1.003523912,0.315608146,0.421952784
YBR300C,4.387091696,0.41068546,0.702654137,0.584477397,0.558899168,
PAU24,5.409950591,1.117524544,0.628902961,1.776942729,0.075577663,
COS2,27.89928134,0.234492906,0.333811105,0.702471855,0.482384948,0.566435388
SSD1,1769.888616,0.079389848,0.141404602,0.561437515,0.574499316,0.648678865
YDL183C,170.3957663,0.360323772,0.161416022,2.232267694,0.025597276,0.129643595
TRM3,1095.213217,0.170998758,0.153720018,1.112403968,0.265964499,0.379130624
SLM3,536.511979,0.189554265,0.152229659,1.245186162,0.213063328,0.332818026
EHD3,475.5867529,0.220220253,0.131624492,1.673094792,0.094308637,0.226242413
TVP15,248.1844108,0.08394457,0.159356485,0.526772222,0.598351775,0.668698538
SEC5,708.5898355,0.132753624,0.151092129,0.878627003,0.379603549,0.479008394
SBE2,938.9753403,0.188425574,0.126714535,1.487008372,0.1370126,0.2666104
HKR1,1052.705998,0.171604223,0.154691021,1.109335384,0.267285526,0.380082513
PUF6,2055.327959,0.229496038,0.14405612,1.593101617,0.111137397,0.244073632
COS7,110.2599204,0.361883571,0.190900665,1.895664274,0.058004452,0.184772171
YDL247W-A,0.0,,,,,
MPH2,0.054950226,0.0,6.006310083,0.0,1.0,
SOR2,0.0,,,,,
HXT15,0.180527595,0.0,6.006310083,0.0,1.0,
THI13,14.46382227,0.685889271,0.443969958,1.544900188,0.122370408,0.25436348
AAD4,1865.838801,-0.698849792,0.154618853,-4.519822647,6.19e-06,0.000282118
YDL242W,50.50201593,0.030708318,0.242446789,0.126660032,0.899209481,0.92002893
YDL241W,186.2913215,0.344090795,0.172084492,1.999545632,0.04554935,0.168954004
YDL240C-A,0.178092488,0.0,4.183212327,0.0,1.0,
LRG1,727.3743492,0.154703518,0.139078335,1.112348072,0.265988522,0.379130624
ADY3,152.2601863,0.325209699,0.193386385,1.681657676,0.09263524,0.224284986
GUD1,261.4272606,0.252769049,0.155533777,1.625171419,0.104126039,0.235806156
AIM6,499.6302752,0.268312097,0.141361325,1.898058735,0.057688345,0.184711189
PHO13,1393.408337,0.143042793,0.146475333,0.976565752,0.328784181,0.432378833
YPD1,948.475376,0.125131918,0.15359299,0.814698107,0.415245137,0.509939351
GYP7,908.1857468,0.354724945,0.145357337,2.440364912,0.014672432,0.099343522
MFG1,267.8421808,0.379539537,0.157894917,2.403747664,0.01622797,0.104266061
OST4,296.6352154,0.056381524,0.159265255,0.354010198,0.723331241,0.776588381
BRE4,844.2446497,0.225162775,0.13968604,1.611920386,0.106979265,0.239390401
PTP1,304.7586024,0.207209306,0.162377727,1.276094388,0.201922155,0.32253564
SSB1,6209.729833,-0.023479241,0.147286092,-0.159412475,0.873343911,0.898966554
YDL228C,1.365976025,2.072558152,1.71273208,1.210088943,0.226244765,
HO,928.7574454,-0.779264505,0.143627534,-5.425592733,5.78e-08,3.98e-06
GCS1,911.697716,0.12203862,0.150741077,0.809591009,0.418175277,0.512993575
SHS1,991.4605629,0.275514917,0.136026676,2.025447697,0.042821414,0.164421687
WHI4,850.6398688,0.174818997,0.134956439,1.295373517,0.195191409,0.317319844
HBT1,220.4413908,0.493283063,0.162750883,3.030908666,0.00243819,0.035024023
FMP45,29.69044041,0.620958547,0.303531334,2.045780709,0.040777951,0.162131564
YDL221W,12.26203304,0.353995898,0.438598947,0.807106128,0.419605342,0.514203075
CDC13,350.9372796,0.31488264,0.136725732,2.303023987,0.021277494,0.118895184
DTD1,195.3799313,0.256522314,0.157186846,1.631957893,0.102688357,0.235430851
YDL218W,42.22008427,0.319526425,0.311823163,1.024703946,0.305502901,0.412924654
TIM22,553.0528815,0.166303164,0.141346732,1.176561791,0.239370456,0.355693192
RRI1,234.7769225,0.26772924,0.15178754,1.763842012,0.077758582,0.209062597
GDH2,835.4302944,0.244052984,0.133783187,1.824242561,0.06811541,0.196847064
PRR2,23.15636709,0.560230867,0.356911138,1.569664847,0.116493103,0.248207058
NOP6,553.8022445,0.210665555,0.176835064,1.191310988,0.233531522,0.350327541
SHR3,1287.562015,0.073370208,0.144577052,0.507481702,0.611816872,0.6803319
YDL211C,162.2951543,0.220399146,0.161468684,1.364965271,0.172263966,0.298216536
UGA4,46.85911684,0.408114993,0.282164555,1.446372286,0.148072811,0.277858509
CWC2,330.1534959,0.373759772,0.137444971,2.719341202,0.006541209,0.065506682
NHP2,1487.651855,0.089782191,0.161856984,0.554700755,0.579099359,0.653108551
GLE1,726.291055,0.239805445,0.140921224,1.701698571,0.088811888,0.220765616
YDL206W,360.203263,0.329932416,0.12872295,2.563120382,0.010373607,0.0831225
HEM3,1548.476807,0.169816272,0.130018985,1.306088278,0.191522539,0.314026498
RTN2,171.0220256,0.340329701,0.17678859,1.925065982,0.054221104,0.180083747
ACK1,433.46821,0.29261346,0.139578294,2.096410921,0.036045754,0.154307137
MRPL11,584.2558271,0.264694361,0.152134127,1.739874985,0.081880972,0.21275808
TRM8,683.2084114,0.17966687,0.163734993,1.097302824,0.272509037,0.385145218
MGT1,210.7485213,0.384308539,0.195781407,1.96294707,0.049652325,0.174946626
YDL199C,137.2458451,0.305328643,0.179322723,1.702676812,0.088628567,0.220580727
GGC1,1910.695138,0.007478643,0.16670866,0.044860556,0.964218457,0.973806812
ASF2,340.8307142,0.289852159,0.142458318,2.034645387,0.041886567,0.163287095
YDL196W,10.89217653,0.68133885,0.514204236,1.325035466,0.185159388,0.308190828
SEC31,2868.278865,0.17032114,0.148118594,1.149897091,0.250186259,0.3648182
SNF3,371.6650148,0.763225434,0.155813809,4.89831704,9.67e-07,5.18e-05
NUS1,487.300622,0.222064943,0.140825387,1.576881466,0.114822802,0.246677288
ARF1,1696.600978,0.017553515,0.148381878,0.11829959,0.905830282,0.92582124
RPL35A,825.6045433,-0.087772712,0.159346807,-0.550828182,0.581751463,0.655206074
UFD2,1406.490471,0.207981253,0.140956428,1.475500312,0.140078085,0.270018916
RBS1,645.9651985,0.183752792,0.156569498,1.173618073,0.240548039,0.356996403
PPH22,751.8708232,0.250733094,0.147102445,1.704479443,0.088291553,0.220162997
YDL187C,43.85105993,0.736500538,0.260027309,2.832396883,0.004620046,0.05403121
YDL186W,4.004785618,0.418713585,0.94778319,0.441782033,0.658646941,
YDL185C-A,0.716263411,1.109620288,2.228373105,0.497950853,0.618518683,
VMA1,4306.677047,0.2300062,0.149567591,1.537807749,0.124095628,0.255472828
RPL41A,971.6727352,-0.243506398,0.173192812,-1.405984435,0.159728747,0.289320937
LYS20,1631.119575,-0.301232781,0.148158958,-2.033172924,0.042035056,0.163322876
INH1,89.15597538,0.325718353,0.252082322,1.292111046,0.196318691,0.317985804
YDL180W,1686.97004,0.209220879,0.134173691,1.559328646,0.118918615,0.250374524
PCL9,508.0732694,-0.502103526,0.146066405,-3.437501766,0.000587107,0.013093183
DLD2,1069.427182,0.164957823,0.149973894,1.099910247,0.27137123,0.384252034
YDL177C,167.5943716,0.623441894,0.175599774,3.550357043,0.000384709,0.009558285
YDL176W,418.5359809,0.594722054,0.148135325,4.014721376,5.95e-05,0.002126781
AIR2,439.2219149,0.282296017,0.158054072,1.786072402,0.074087536,0.204820827
DLD1,1872.341227,-0.312134059,0.134850397,-2.314669184,0.020631043,0.117668089
PAR32,883.7089828,0.250099869,0.142280204,1.757798077,0.078781873,0.210391936
YDL172C,13.56182389,0.144678304,0.425842946,0.339745687,0.734048053,0.785472122
GLT1,3307.215956,0.351199246,0.15162176,2.316285242,0.0205427,0.117627782
UGA3,487.7340058,0.503078526,0.152755037,3.293367847,0.000989949,0.019360854
UGX2,80.63247731,0.545335674,0.206746157,2.637706461,0.00834688,0.074110563
SFA1,3450.396897,-0.104281305,0.146529801,-0.711673012,0.476667284,0.562459622
NRP1,1142.976406,0.24765195,0.134941028,1.835260585,0.066467088,0.195021781
FAP7,440.1579222,0.182897309,0.173563903,1.053775039,0.291985924,0.402358132
CDC36,289.5894004,-0.019255273,0.180723416,-0.106545532,0.915149532,0.93320427
CDC9,840.4388686,0.294900057,0.135976998,2.168749573,0.030101702,0.14053125
YDL163W,0.129904798,0.0,6.006310083,0.0,1.0,
YDL162C,1.119332268,1.825955953,1.538053781,1.187186024,0.235154252,
ENT1,1130.323498,0.231529624,0.147373238,1.571042519,0.116172773,0.247938126
MHF2,129.23769,0.257339564,0.196008545,1.312899719,0.189216742,0.31198397
DHH1,1324.036018,0.271417053,0.136938527,1.982035725,0.047475242,0.171806358
YDL159W-A,0.317101312,0.215799152,2.889317488,0.074688626,0.940462458,
STE7,470.6601365,0.126638501,0.142527522,0.888519632,0.3742613,0.474818906
YDL159C-B,1.139176908,1.237873434,1.481942204,0.835304798,0.403546116,
YDL158C,30.90708633,0.029658471,0.337732528,0.087816449,0.930022564,0.945871508
YDL157C,227.2582967,0.322387588,0.174363332,1.848941429,0.064466271,0.191801972
CMR1,330.778117,0.510802449,0.140297203,3.640859812,0.000271729,0.007350652
CLB3,611.3972122,0.202636849,0.14076433,1.43954685,0.149995646,0.279473703
MSH5,311.2130128,0.327948406,0.160117592,2.048172235,0.040543126,0.161977865
SAS10,1027.013664,0.224987893,0.17392003,1.293628418,0.195793802,0.317760112
YDL152W,4.263726918,1.693406021,1.543353601,1.097224914,0.272543085,
BUD30,0.899949057,0.209680759,1.850260112,0.113325017,0.909772884,
RPC53,904.1574521,0.215803875,0.154250274,1.399050183,0.161797935,0.289760953
ATG9,266.3916519,0.27254887,0.156083167,1.746177217,0.080780162,0.212079982
NOP14,1251.035741,0.194589664,0.147359146,1.320512972,0.186663808,0.309715329
RPN5,3310.892428,0.218767387,0.148295821,1.475209387,0.140156258,0.270018916
LDB17,425.6717575,0.264276345,0.145762506,1.813061209,0.069822381,0.198624946
COP1,2819.268181,0.179192823,0.142526864,1.257256478,0.208660778,0.329048555
YDL144C,463.3930477,0.333196989,0.185514024,1.796074395,0.072482686,0.202608532
CCT4,2303.734907,0.165816823,0.153108139,1.083004626,0.27880637,0.390418006
CRD1,247.7436661,0.335222481,0.141485748,2.369302116,0.017821689,0.109989081
BPL1,580.4922946,0.519994115,0.135123344,3.848292234,0.000118944,0.003643214
RPO21,4018.038097,0.217756098,0.143508066,1.51737881,0.129171071,0.259103025
SCM3,149.6977969,0.113030775,0.180958082,0.624624079,0.532217812,0.610947634
RGT2,556.2106836,0.487456372,0.125198819,3.893458223,9.88e-05,0.003196085
ARF2,1038.350284,0.117748154,0.140371822,0.838830417,0.401564479,0.497977466
RPL35B,627.0436284,-0.028081298,0.147325527,-0.190607143,0.848833394,0.879680722
RDI1,590.8866135,0.254887595,0.159991416,1.593132939,0.111130371,0.244073632
PPH21,1108.888174,0.153682841,0.134878387,1.139417839,0.254528919,0.369043419
RPL41B,866.3003836,-0.199429081,0.195893978,-1.018046004,0.308656094,0.415924146
SRF1,506.448279,0.20551614,0.13676787,1.5026639,0.132925736,0.26257404
CDC53,1368.01976,0.37792826,0.151882309,2.488296784,0.012835657,0.091422963
LYS21,1683.220331,0.213120722,0.142511591,1.49546237,0.134793814,0.264515725
STF1,223.131721,0.382144072,0.181995703,2.099742283,0.035751518,0.153877723
RPP1B,1438.963506,0.061128852,0.214499325,0.284983887,0.775656486,0.817305315
YDL129W,199.9713888,0.058796186,0.16415975,0.358164449,0.72022025,0.774253487
VCX1,1357.894552,0.120964814,0.130205834,0.929027608,0.352874779,0.453282172
PCL2,426.9102111,0.328769948,0.14789256,2.223032378,0.026213617,0.131370905
CDC48,5490.525893,0.213338107,0.148880039,1.432953055,0.151871254,0.281313544
HNT1,943.955522,-0.092339421,0.158557969,-0.582370105,0.560317414,0.635518222
YDL124W,4066.329681,-0.727225834,0.133106372,-5.463493755,4.67e-08,3.31e-06
SNA4,293.4105059,0.331276406,0.161928528,2.045818676,0.040774214,0.162131564
UBP1,1793.295253,0.180220355,0.13264028,1.358715133,0.174236875,0.30037441
EXP1,358.6741299,0.037047026,0.167898356,0.220651515,0.825363786,0.859298659
YFH1,431.9682984,0.283690516,0.139388217,2.03525464,0.041825258,0.163287095
HEM25,395.7539613,0.18429491,0.151729733,1.214626209,0.224508688,0.342565709
YDL118W,1.462260714,1.251781643,1.341363121,0.933216087,0.35070841,
CYK3,1011.322796,0.153543696,0.13375237,1.147969911,0.250980986,0.365608688
NUP84,1236.987434,0.185916763,0.141422488,1.314619518,0.188637807,0.311557122
IWR1,499.0836649,0.138458,0.175970471,0.786825195,0.431384202,0.522487688
YDL114W-A,2.976306307,0.194356593,0.980999076,0.198121077,0.842950335,
YDL114W,6.054960381,0.263577988,0.83259656,0.316573477,0.751567263,
ATG20,547.4185299,0.150216864,0.139093383,1.079971312,0.280154956,0.391270697
RRP42,666.7486273,0.044478769,0.133942064,0.332074684,0.739832866,0.789862115
TMA17,537.2952163,0.226025746,0.161794165,1.396995658,0.162414877,0.289809303
YDL109C,175.6743642,0.275001603,0.162360552,1.69377105,0.090308797,0.222285758
KIN28,323.5891597,0.304690992,0.167818243,1.815601135,0.069431579,0.198194977
MSS2,276.3707214,0.273350396,0.153640971,1.779150406,0.075215107,0.206048375
PHO2,621.5662428,0.086741704,0.143866721,0.602930989,0.546554599,0.622835546
NSE4,211.2946802,0.222469302,0.160518782,1.385939383,0.165765414,0.292298501
QRI7,198.1336469,0.247256258,0.168676362,1.465861936,0.142685904,0.272554738
QRI1,747.4190343,0.286036195,0.137829683,2.075287338,0.037959912,0.156996585
POL3,781.275029,0.308738776,0.141391938,2.183567044,0.028994077,0.137241794
DUN1,436.9207677,0.199285912,0.146166769,1.363414639,0.17275187,0.298525545
GET3,1381.65817,0.251914615,0.147264782,1.710623628,0.087150614,0.218878484
BUG1,642.9508517,0.275515879,0.14851395,1.855151514,0.063574593,0.191021222
SNU23,204.7054425,0.260867974,0.168058671,1.552243468,0.120603979,0.25214028
RPN6,2408.340685,0.225029492,0.140343716,1.603416941,0.108842633,0.241633024
OPI6,0.959838324,2.001267795,2.077637293,0.963242142,0.335426021,
PMT1,2789.997672,0.208968507,0.143961685,1.45155641,0.146624987,0.275918214
YDL094C,7.983001781,0.098112902,0.572421628,0.171399711,0.863909482,0.891474508
